reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,reviewTime,overall
A2X68NVO0SGCMC,B0002DV6RQ,Patrick Elhoffer,I use these strings on my gig guitar because the are light enough I can play a couple hours without shredding my fingers but they are big enough to give it a nice warm sound,great sounding strings,1357171200,01 3 2013,Good
A4M7GUJ0MKZD4,B0002DV6RQ,RON IN USA Ron USA,I dont like the feel or sound of these strings.  I bought both the .010 and the .011 and they both hurt my fingers and sound like tin foil.  I would not buy these again,I do not like them,1402704000,06 14 2014,Bad
A3H4FCMNBYS09K,B0002DV6RQ,the goat,put them on my daughters guitar and she enjoys them.  anything would be an improvement over the dead strings that she was playing.ill take ernies over martins but not over daddarios on my guitars though.,okay,1364428800,03 28 2013,Good
A3W2E6S24BTXXK,B0002DV7U2,airchamp ariel,I purchased several of thes Fender Mini stands because I dont have a lot of sapce for my guitars and I fold these up and stick them in my closet when need  I dont need them.For approx. ten bucks you cant go wrong. They work as well as bulkier more expensive stands,inexpensive and portable,1401148800,05 27 2014,Best
A1ARFA1NCN34UV,B0002DV7U2,almost I,I have owned two of these stands. The first one was rendered unusable after the set screw disappeared. The second one must have walked off on its own while I was moving to a new place. Not the greatest stands by any means but for what theyre worth I didnt mind spending another $10 to get one. Sure there are other stands of much higher quality that are even more compact and portable. But price ability to collapse and its light weight made it the one I bought... again.,Good for what its worth,1316563200,09 21 2011,Average
A2MAGKKVHUF21F,B0002DV7U2,Andrew,It is not the size for mini guitar. May be for the big one...Connections are shaky. You will surely notice that the quality is toooo low.,Choose something else,1339545600,06 13 2012,Bad
A1TJ393OFP21I8,B0002DV7U2,Clam Canoe,Total flimsy junk. It leans WAYYY too far back. Ill be damned if I put my $1000 guitars on these things. On the other hand ChromaCast makes one thats very close to this price and I doubt that it could have been more for the money I paid.In summary... DO NOT BUY THIS PIECE OF JUNK.,Terrible. I wouldnt trust even a beater guitar on this stand. No way. Forget it.,1386547200,12 9 2013,Worst
A3GJ25QG91UI9Y,B0002DV7U2,David Spangler smilin_dave,Excellent compact guitar stand. Folds so small that it easily fits in guitar case or gear bag. Not as stable as some stands but for the size and price cant be beat. Thanks to Amazon for offering such a good product.,Fender Mini Electric Guitar Stand,1299369600,03 6 2011,Best
A15RRJL2HT44J4,B0002DV7U2,Joe Morris,I love these little guitar stands. They are small enough to go anywhere with you and they are cheap enough that you can keep a couple of them around. Which is good if you are as clumsy as I am.The last two of these that I have owned met untimely deaths. The first was on stage and since it is so small I tripped over it on the back of the stage. The second one I tripped over and ended up falling off of the stage. I know I know... but they really are cool little stands and I just bought another one lol. I am a glutton for punishment!,Cool but usually get squished...,1374192000,07 19 2013,Best
ADOSJR623FDF1,B0002DV7U2,Jr Fentress surfjimf,This stand is designed to work on electric guitars not acoustic or acoustic/electric guitars.  The arms that support the guitar are short and not adequate for acoustic guitars.  This is however perfect for my LP and SG guitars.  I love its size and portability.,Great electric guitar stand,1391040000,01 30 2014,Best
A1OV2BH2S11KBA,B0002DV7U2,jsnchmpn,...for something but not a guitar.  Wasnt sure what to do with it so I now use it to mount a large cookbook or notepad computer so I can follow a recipe.  It seems to work okay for that.  Just dont use this for guitars.  An electric guitar will slide out and fall because it leans back too far and the arms have no grip.  This thing was obviously created by a monkey in some closed door creative testing experimental project.  It may even give you AIDS!  But probably not.  However animals could have been harmed in the making.  But most likely and in reality it will not hold your guitar in a safe manner.,Great Mount!,1389225600,01 9 2014,Worst
A768OB1LNE356,B0002DV7U2,Kevin k,I needed a small collapsible stand which would fit in my backpack with my little amp cables and stuff. This is perfect love it.,Great stand for its size,1365206400,04 6 2013,Best
ADNKG04OS6WNL,B0002DV7U2,Michael Haller Michael,Fender came up with a fine electric guitar holder - one of two new models the other for acoustic guitars. Well built reliable folds up takes little room to care around. Ideal for gigs as well as studio and home. Solid performer. - Michael Haller Captain Souls Sound Circus,Standup for Guitars,1358121600,01 14 2013,Good
A17CU1D2CWXOHB,B0002DV7U2,Rick,I needed some little easy and portable guitar stands for the stage.  This does it perfectly well.  While being light and portable.,Perfect.,1397606400,04 16 2014,Best
A2SHWIOE8TVWJ2,B0002DV7U2,Rick Rick Andrews,This stand seems to be made especially with the Fender Stratocaster in mind and might also be a perfect fit for other Fender guitars.  On my Les Paul the cable plug on the guitar is exactly where the bottom holder bar is.  If I adjust the guitar so the plug is not on the bar the guitar sits at an angle where the guitar might tip over on its side.Needless to say I will use this stand for my Stratocaster but I am purchasing a different model for the Les Paul.,Good for Fender Stratocaster not good for Les Paul.,1334880000,04 20 2012,Best
A1VU51HBF6KIYB,B0002DV7U2,Robert D. Hibbs,The fender mini electric guitar stand is not made for the fender / Squire mini guitar. the guitar falls through. I will have to buy a differant stand for him rendering this one useless. The fender stand for standard guitars will not work on the 3/4 size ether.,Good stand but not for a mini guitar,1334448000,04 15 2012,Best
A1EVEQAR05SY7L,B0002DV7U2,W. Perry,Ive bought a half dozen of these to keep in all my cases or gig bags. Sturdy stable and reliable. Not a big fan of Fender accessories but they got this one right.,Gotta have these.,1394928000,03 16 2014,Best
ASJAKT8DJIAC5,B0002DV7U2,YetAnotherITGuy Chris,I have two of these stands the electric guitar/bass version and the acoustic version. Back to buy a second electric guitar version as a spare or to keep in my guitar case. Yes -- folded up it WILL fit in my tweed Fender electric guitar case alongside the neck of the guitar (I DO always keep it IN the included stand bag to ensure I dont scratch or bump it against my guitar). Great at this price too buy several!,works great and easy to carry,1319500800,10 25 2011,Best
A2VDGYUTGIOL86,B0002DV7ZM,Amazon Customer Lauli,This fender mini guitar stand works great.  It has cushin/ padding so my guitar is safe - its small but stady.  All in all--Good purchase.,Fender Mini Guitar Stand,1382659200,10 25 2013,Best
ADRAB7F3AI7OL,B0002DV7ZM,Cabbott,Easy to pack easy on the instrument light weight but sturdy. An excellent value and a great gift idea too!,Amazing value,1398988800,05 2 2014,Best
A36IOSZXG6HQAU,B0002DV7ZM,Calvin Young,It holds all my acoustics perfectly.  Its light but stays in place okay.  Rubber pieces are soft enough and seem like theyll last a while.  Two really nice things about this design: 1) it folds up very nicely and becomes pretty small 2) the all black and slim arms/legs design makes it look nicer in a room.  It pretty much disappears when you put a guitar on it so Im able to have it out without offending my wife.  :),simple and functional,1325289600,12 31 2011,Best
A34QHL6I85K3V5,B0002DV7ZM,Chris,this thing is sturdy inexpensive and does its job.  no scratches or anything on my taylor.  it falls over now and then but only when i run into it,yup yup,1392076800,02 11 2014,Best
A14XXL4GMWSI47,B0002DV7ZM,Daryl J. Healey Daryl,This stand easily folds and holds my Mandolin in a scratch-proof stance.  Not good for smaller instruments like the name may imply to some.  An attempt to hold a smaller ukulele miserably failed but everything from Tenor uke and up did just fine! :),Fender once again delivers!,1384300800,11 13 2013,Best
A1LQC225SE8UNI,B0002DV7ZM,David Burch,This is an good stand for situations where there arent too many threats to your guitar (running dogs on the porch reeling drunks at a bar). Get a heavier stand or a wall hanger if you have a fabulous vintage Martin or a handmade Henderson. Overall well worth the price.,Pretty good little stand,1329523200,02 18 2012,Good
A38XYO1S5747MY,B0002DV7ZM,DELOS DUNN,Small light and stays out of the way  it just works.  Folds up if needed for travel.  I use with Stratacoustic.,There are many weird stands out there but this one works great and is a good price,1386288000,12 6 2013,Best
A1DX9PS0UN7EHY,B0002DV7ZM,DNCB First Class Products,It is so small and cute and totally fits my guitar with and without the bag. So if it is outside the bag of course I can showcase my guitar. The guitar inside the bag fits perfectly too. It stands as it should and it was a snap (literally) to set up it was like three steps or something. Wow. I am very impressed considering the price!!!!,Oh I love this!,1352419200,11 9 2012,Best
A37A41GWQFMK3D,B0002DV7ZM,Dr. Freud,this little stand is great.  I am looking at it right now across the room holding my Zager guitar.  it is light non obtrusive holds the guitar well and it is portable when Mr. Guitar and I take a trip together.  I highly recommend it.  keeps that guitar off the bed floor table or anywhere else it is not really suposed to be.,great little stand,1344556800,08 10 2012,Best
A1C92SAQFUBJSZ,B0002DV7ZM,Ell Bee Lin,Not your average Giant Clumsy Guitar Stand but it works. The only drawback is that it is literally not big enough to provide a very stable base of support. If you have toddlers or rambunctious dogs or even fairly large cats a larger stand might be a better choice. If your household is quiet this is very much a good bargain.,Unobtrusive,1354665600,12 5 2012,Good
A24JW33E1DW64K,B0002DV7ZM,E. Reyes Classical Guitar Fan,I have 7 of these stands for my 7 guitars. I have 4 classical guitars 2 flamenco guitars and 1 acoustic steel string.  Its very durable and easy to set up and the guitars never tip over.  Its a really great quality stand for the price.  They dont take up a lot of room and theyre very light and portable if you want to take them with you to a gig or if youre traveling.  I highly recommend it.My guitar teacher suggested that I keep my guitar(s) out because he said that if I kept it/them in a visible easily-accesible place that I would practice more even if it was just a few minutes and he was absolutely right.  Instead of zipping them up and putting them away in their respective bags/cases after each practice session I have them all out and displayed and I definitely practice and play more because as soon as I step into the room - there they are I just pick any one of them up and start playing.  It was a simple tip that sounded like common sense but I hadnt realized that I always had the excuse that I didnt have time to practice -- but really the effort of getting the gig bag and unzipping it and taking out the guitar even though that seems like very little effort and doesnt take up a lot of time for some reason kept me from practicing.  I guess out of sight out of mind.  But now I keep my guitars out and I also bought a music stand and I keep the music Im working on and the stand out.  Yes it takes up room and stuff but whatever gets me to practice more and play more is always very helpful.,Great stand for a great price,1345766400,08 24 2012,Best
A10HYGDU2NITYQ,B0002DV7ZM,GregoryEEEE,Inexpensive. Light weight yet sturdy while holding a guitar. Folds up and can easily be stored. Highly recommend this for the guitar player.,Great product!,1343952000,08 3 2012,Best
A1CL807EOUPVP1,B0002DV7ZM,GunHawk,Ive got three of these simply because they work and theyre easy to carry from place to place...and I insist on a stand for my guitar none of this &#34;leaning stuff.,This makes three.,1375920000,08 8 2013,Best
A2NIT6BKW11XJQ,B0002DV7ZM,Jai,I like the size of the stand and the flexibility.  Easy to put together and holds my guitar very well.,GOOD MINI STAND TO HAVE,1384646400,11 17 2013,Good
A1M3XD9UV3PD3I,B0002DV7ZM,James Limborg JamesLimborg.com,I havent really used this guitar stand because I have been keeping my acoustic guitar in the case so I can keep the humidity nice adding water to a sponge I cut and placed into a plastic bag that I poked tiny holes in with a small nail.  The stand works as advertised.,Nice Guitar Stand,1370390400,06 5 2013,Best
ALLRHBAXXI5BL,B0002DV7ZM,Joyce Kaiser,I knoew I did not want any holder that took up too much room in my music room not did I want something that would tip over if I blew air on it. My instructor of the guitar suggested I really read the information about all of the holders and then make my choice of the one that seemed to be light-weight yet sturdy to not fall over looked professional and could be the possibility of THE one I would recommend and purchase again. I really like the stability of the one I bought.,A guitar holder better than a napkin holder from your kitchen table,1383955200,11 9 2013,Best
ADOSJR623FDF1,B0002DV7ZM,Jr Fentress surfjimf,This little guitar stand works very well.  I like it much better than the larger stands that support a guitar by the neck.,Great little stand,1391040000,01 30 2014,Best
A1XDIC6OQKYJXW,B0002DV7ZM,J. Rodino,This stand folds into a pretty small package but supports the guitar very solidly. You would almost have to INTENTIONALLY knock it over I dont think a casual bump would do it. The only complaint I would have is that the guitar leans back a bit far. My other stands are pretty standard with a vertical riser to support the neck and Im used to a more upright stance. Maybe thats just a matter of taste but otherwise this is a great stand.,Does the job,1356652800,12 28 2012,Good
A1E5FQZTUM8OC1,B0002DV7ZM,Kenwood,This item does the job. I dont have any real marks against it but Ive seen better stands out there.,Does the job,1373846400,07 15 2013,Good
A3RPTP7XINQSKI,B0002DV7ZM,KP,This little stand collapses and sets up so easy.  Holds my guitar perfectly.  May buy one for my dad next!,LOVE IT!,1363132800,03 13 2013,Best
ADNKG04OS6WNL,B0002DV7ZM,Michael Haller Michael,Fenders new Mini Acoustic Guitar Stand is one of two new stands the other is for electric guitars. Sturdy reliable and easy to take on gigs or use in the studio or at home. - Michael Haller Captain Souls Sound Circus,Fender Mini Acoustic Guitar Stand,1358121600,01 14 2013,Good
A2CIR2MO07ZIY3,B0002DV7ZM,M. Wilhelm,If you perform at gigs you know what a hassle it is transporting all your stuff to and from the venue.  This is a very handy stand for keeping your guitar upright and safe where size and weight are important considerations.  I used to bring along a much heavier stand that wasnt really designed for portability to keep my guitar from being knocked around.  This stand does the trick beautifully.  Nice job Fender.,Portable guitar stand,1318982400,10 19 2011,Best
A2IIIAR5BGJF4I,B0002DV7ZM,nailman,this stand is small but does the job.and folds up in to a small package.i have one for each guitar,guitar stand,1388275200,12 29 2013,Best
A2T2SAJS88MYU4,B0002DV7ZM,NoKidding,It was cheap to buy but works just fine. I thought it might not be tall enough to hold my guitar securely but it does. The arms are coated with a soft material that prevents scratching. It is small but the arms stretch to hold almost any guitar securely. Perhaps it might be too light for a very heavy guitar. In that case I would recommend a stand that is taller and heavier.,Small convenient and effective,1369094400,05 21 2013,Best
A39ZK4KYML9463,B0002DV7ZM,Roger,Extremely lightweight compact and portable it folds up really small so that you can carry it in your guitar case gig bag or tuck it in the back of your amp,Fender guitar stand,1339545600,06 13 2012,Best
AM67EGOF8ACTY,B0002DV7ZM,Sam Nunn,I folds down to a very small size but is quite strong. I have a dreadnaught resting on it now ready for use. It should work very well with any size acoustic guitar. Sitting by itself the stand is small enough to be out of the way but is able to hold my precious guitar securely when put to use.  When I get another guitar I will get another Fender stand to go with it.,Looks and works great,1387152000,12 16 2013,Best
A18XPD5BM4U6B1,B0002DV7ZM,The SARGE! MSG USA (Ret.),My guitar doesnt fall down anymore.  Looks nice displayed in the corner of my office.  Very light but sturdy and is portable.  The only &#34;Fender&#34; Ill ever be able to afford!,FINALLY!,1387843200,12 24 2013,Best
A2TZAS3A5WIUJQ,B0002DV7ZM,TomVestal,This stand feel sturdy and strong.Compact design on stand and folding for travel.Good for acoustic and electric guitars.Thick non scratch foam is a plus.Love it.,Great compact size.,1383004800,10 29 2013,Best
AM9EL9YBP070A,B0002DV7ZM,Wayne M. Simpson The Stag Hunter,I take workshop style guitar courses at a local Vo-Tech in a room that could not be any less suited to the purpose. People set their guitars on the desks from which they sometimes fall. Bad scene (sounds like an old El Kabong cartoon) and not what I want to have happen to my new Seagull Artist series guitar. This little Fender stand easily folds up into a package small enough to fit in the storage pocket of my deluxe TRIC case so I can take it with me to class.Its not the sturdiest most secure or most stable design out there but given its extreme portability and the use Ill put it to its going to work great.,Great design extreme portability,1293667200,12 30 2010,Best
A2HHVYBD6H9728,B0002DVBJY,D. Brandfas MagicGuitar,GREAT strings!  Good quality and very good sound.  These seem a lot more stable than the 10-46 I had been using.,Great slinkys!!,1385942400,12 2 2013,Best
A2YSBRBYSI0524,B0002DVBJY,Gregory Madden,i play metal / hard rock and have used many different strings these give the best tone and depth you need to play hard music,best strings for metal,1399593600,05 9 2014,Best
A15RCM1I2ATTXJ,B0002DVBJY,James Lawless,the best idea anyone who strings a bass can decide on. I am a fan of the Slinky guitar strings so I got these for my freetless Schecter 4 string bass. Like they were made for it.,hot cha! POWER SLINKY BASS,1370995200,06 12 2013,Best
A3QK723XT3MJXZ,B0002DVBJY,mikey3582,The these strings are fantastic. The sound is deep and heavy which is exactly what I was looking for. Makes the bass sound pretty bad@$$. I cranked up the bass amplifier after putting on these strings and the sound is pure powerful and blew me away.Well worth the money.,You cant go wrong with Ernie Ball strings,1356048000,12 21 2012,Best
ALUTHT4U058KZ,B0002DVBJY,M. M. Jackson,Feels great sounds great theres a little bit of magic in these strings. High quality classics add a touch of class to your sound.,Top-Quality fantastic feel,1334620800,04 17 2012,Best
A3157YGT1NASJ7,B0002E1G5C,Aichokeu,I bought this to put the new strings on my guitar but the shipping info said it wouldnt be here for a few more days.  I restrung my guitar without it and it showed up in the mail a few hours later.  I can say its built much better than I thought it would be.  Feels like its built to last.,Yeah um...,1375401600,08 2 2013,Best
A1SCWHXAB2ZK7N,B0002E1G5C,Alexandra Spark Published Author,Works just fine. Except the little knob thats supposed to take out the parts that hold in the strings (the little pins or whatever) it doesnt grip onto mine (I have an acoustic jasmine takkamine) so I had to get out pliers from my toolbox but thats okay. One size doesnt always fit all. Good price.,Good,1354752000,12 6 2012,Best
AHUCLL02HS7M5,B0002E1G5C,Alex Bartlett,It winds well and can cut off excess string thereafter. The design also includes a bridge pin puller that comes in handy. With some acquired technique this tool does a job.,Useful multitool,1388016000,12 26 2013,Good
A2SBZZ1HSR7WSP,B0002E1G5C,A. Mayse,bought this on a whim and I am glad of it I have not used the string winder part yet but the cutter makes short work of both guitar and mandolin strings without the risk of marring the head just be careful you can pinch yourself if you are not careful.,does what it says,1324166400,12 18 2011,Best
A2G8O3QXM9EGJS,B0002E1G5C,Amazon Customer boo-koo,Changed the strings on my Epiphone EB-0 bass today for the first time using this product.Fit the extra large tuning pegs on my bass with room to spare.  Cutter works great winder makes the job really fast.  10 minutes it took for all 4 strings.  Next time will be much faster now that i know what im doing.  Highly recommended,Love it!,1313280000,08 14 2011,Best
ABBE2DL4IFLM5,B0002E1G5C,Andrew D. Flint Andrew D Flint,I wont rant about a string winder..  They arent that technical of an item but I do like the string cutter.  I do almost prefer the pin puller on the cheaper units but I am not going to be that picky..  This unit works just fine and I am sure that I will lose it before It breaks..,It just works,1398988800,05 2 2014,Good
A3H4S6YO9VNGDZ,B0002E1G5C,Anthony J.,I like this product so much I buy them two at a time but I wish I didnt have to. The problem is that everyone else likes it as much as me! So its like that guy who asks for a lighter...uses it...and puts it in his pocket every single time these also seem to grow feet and disappear just like the lighter.I understand people coveting tools that work this well and are so convenient but if it turns them into kletptos maybe it should contain a stain pack to catch them like bank robbers.Its a decent tool at a good price so buy one...Then see how long you can own it!,Very Useful...BUT,1394755200,03 14 2014,Best
A3DZBMO93FHKTH,B0002E1G5C,arleas,It works fine for the regular guitars but the bass guitar has these very wide tuning pegs.  This winder has a slot that will sorta fit across this tuning peg but it doesnt feel like it has enough of a grip to make turning it easier.I havent had a chance to actually use it while changing strings yet but so far it looks like itll work as advertised in every other aspect.,It doesnt fit my Bass Guitar as well as I had hoped,1402790400,06 15 2014,Good
AROOYR32BS1VL,B0002E1G5C,Astraeus,This is basically the Leatherman Multi tool for guitarist. By Leatherman I really mean Planet Waves - The go to sure shot company that will provide solid guitar products and accessories (I buy cables picks straps from Planet Waves so.. I guess you could say Im a fan of their company) And by multi-tool I really mean this Pro Winder String Winder and Cutter. Everything you need to know is in the title! It helps to wind your guitar strings the grip is comfortable and durable and once youve tuned your guitar you can clip off the excess guitar string. Awesome! But wait... theres more (I should be on an infomercial) Theres also a nifty little pin puller for when you re-string your acoustic instruments. For the price this does everything and more... I recommend if you need a winder just buy this. Youll take out 3 birds with one stone even if you only needed to take out one bird...... if that makes sense? Cheers!,Awesome,1369440000,05 25 2013,Best
A3SGZO3N7MXKPV,B0002E1G5C,Bacon,i always keep these around during string changes. i prefer the bass version to this if you can find it,love these,1366675200,04 23 2013,Good
A3T6OAYYMN3F1Q,B0002E1G5C,Barron Family,It works pretty well on my ukulele however it left several dents and scratches on the tuners of my ukulele.,It works on my ukulele.,1387152000,12 16 2013,Good
A2FIYXK97CTS6D,B0002E1G5C,B. Clark,I ordered the product thinking it was going to be the answer to all my dreams but alas I was wrong. The winding apparatus works beautifully but the cutter doesnt allow me to get a short enough cut on the strings for my preference so Im back to using metal pliers to snip the strings close to the post. All in all a good product to have if you dont have pliers on hand or dont mind getting a closer snip.I cannot comment on the peg remover since my acoustic doesnt have pegs - luckily the strings are fed through the slots on the back of the bridge which I think is a much better design than guitars with pegs to hold strings in place. Each to their own I suppose.,Houston we have windage.,1404518400,07 5 2014,Good
A3RDS0DJ5EJGA7,B0002E1G5C,B,This is such a lifesaver (or an effort saver). Every guitarist should have this. In my opinion there is nothing more annoying in the world than changing guitar strings. This makes the process so much easier. Its a 3-in-1 product that clips the old string pulls the pins out and winds the new strings in. On top of it all its pretty affordable.,New and improved version,1365984000,04 15 2013,Best
A1EUO0BU72JR7T,B0002E1G5C,Bilbo,The winder works well for me and the cutter is good to have connected to the tool (so I dont have to search out a pair of snips) but a spring loaded cutter would be less awkward.  Also the bridge pin puller is kinda flimsy and doesnt work well for reluctant pins.  I actually like my Dunlop winder better; this tool is longer so it comes off of the pegs a little more but I guess thats the compromise of having a working cutter so I wont be throwing away my other winder any time soon.,Works well but not perfect..,1316044800,09 15 2011,Good
A1S7QABO64Z554,B0002E1G5C,Bob B Bob B,I was a bit concerned about this tool after reading some reviews that owners had damaged expensive guitars but thought I would just be careful with it.  But I have no concerns after using it on two string changes.  In fact I cannot see how one could nick the guitar while winding since the tool does not even cover the entire tuning key so it never gets close the guitar head.  The string cutter works great one squeeze and any size string is cut cleanly.  The pry tool for acoustic guitar pegs works and though it is a tighter fit than I expected it does work and means I dont need to find a pliers.  Overall I am very pleased and saved time on string changes.,Great Tool for guitar owners,1392854400,02 20 2014,Best
A2B5LSF5V85SZA,B0002E1G5C,bobby 12333,Use it every time I restring my guitar works really good. I recommend this to any musician that plays regulary.,Great tool,1358208000,01 15 2013,Best
A3R6V43G6HAJ0Y,B0002E1G5C,Bob. Oh Bob.,I found this tool to be convenient and better made than I anticipated making it a solid value for the money.  No need for a collection of separate tools anymore.,Excellent Multi-tool,1376179200,08 11 2013,Good
A10ZSXTQA264C7,B0002E1G5C,Bubb Rubb,This does a fine job of cutting even a thick E bass string. Very pleased. Also works to cut ukulele strings! Hooray hooray hooray.,Bargain priced and works great,1396828800,04 7 2014,Good
AB39UO500J4EP,B0002E1G5C,CaptAdams35,String changes usually take me 10 to 12 minutes each but I restrung all 3 of my guitars in less than 13 minutes (one is a floating tremolo). The spanner is smooth the cutter is strangely very clean cutting (usually use electrician wire dykes) and the pin puller is nothing fancy but does the trick quickly. Awesome little tool and very impressed with it. A++++ on every function would consider maybe putting a few small rubber inserts on the handle for those sweaty hands but other than that its perfectly perfect. VERY HIGHLY RECOMMEND,10 to 12 minutes per guitar down to 3 to 5 minutes per guitar,1398816000,04 30 2014,Best
A1MVH1WLYDHZ49,B0002E1G5C,Captn Bob,I probably should buy another one for other guitars but I carry in my electric case.  Im sure the day I will need it I will have acoustic with me!  I use different method for my bass but this is perfect for 6 strings!,Great for Guitar re-stringing,1377820800,08 30 2013,Good
A2DG65AWX5RJ4J,B0002E1G5C,Carlos,Its a nice pice easy to use and necessary when you change the string of your guitar the only matter and its not a big deal is that make a squeaking sound besides that works perfect,Nice,1379376000,09 17 2013,Good
A26E1V45R24QVC,B0002E1G5C,ccaptn,This tool does exactly what it is supposed to do and is a reasonably priced product.  As with any tool there is a small learning curve just to become familiar with the way it functions.  After using it a couple of times I can only give it high marks.,It simply works,1300233600,03 16 2011,Best
A280VP2CL6ZFZZ,B0002E1G5C,Chava Perez,This is an indispensable tool for all guitarists who constantly change strings. It is like the swiss army knife for string winding.,Super practical,1394064000,03 6 2014,Best
A3PL8ENSYWS1PZ,B0002E1G5C,Cheri,My son uses this winder and cutter frequently to change his strings on his acoustic and electric guitar. It hasnt failed him yet. Its easy to use and cuts the strings precisely and cleanly. He says its a must have if you maintain and change your own guitar strings. Highly recommend.,Planet Waves Pro Winder String Winder and Cutter works Great,1376956800,08 20 2013,Best
A11INIL2YFJ137,B0002E1G5C,Chris,Works well for a multi-tool.  personally you could get away with a little crank winder and a wire cutter but this is nice to have in your bag just in case.  And for the price you really cant beat it.  3 tools in one handy spot.,Solid,1386892800,12 13 2013,Best
A35QFQI0M46LWO,B0002E1G5C,Christopher C,Makes stringing so much easier with the peg puller and cutter all in one. Arrived quick and before scheduled. These work perfect for my needs,Lost my old one...,1369440000,05 25 2013,Best
AXXYMIJBD0J9G,B0002E1G5C,Chuck,Great concept....everything rolled into one product.  Winder String cutter and end pin remover.  The price is fair for all that.,Great idea!,1369008000,05 20 2013,Average
A2BT968XSRPP0K,B0002E1G5C,CJB Cjb,Before bying this product I doubted a little whether or not this gadget wouldd cut the metale strings. I received it and the first thing I did is try it. IT CUTS THE MEDAL STRINGS LIKE BUTTER. I used to use whatever I could find around the house which was a pain because nothing I tried could cut these metal strings. The winder Im not going to use but perhaps people with tired fingers would want to use it.,It definitely cuts the metal strings no problem.,1324339200,12 20 2011,Best
A13NWJUMVNS6YZ,B0002E1G5C,Coffee Drinker,I wind long-scale bass strings onto my unusual super-short-scale 26-scale six-stringed bass instrument so Im betting I get more use out of this thing than about anybody. This device is much easier on my fingers and hands and much much faster. The cutter worked great too. Changing strings is no longer a dreaded chore. Cant ask for more than that.,A real time aggravation and fatigue saver!,1281657600,08 13 2010,Best
ATL0URQ0KUKGZ,B0002E1G5C,CRS71,I realy like the cutter. The only thing for me was the peg winder was getting in the way.With just a simple screw it comes right off. I much prefer it without the winder. Build quality is awesome. Sturdy and a bit weighty. Definitley worth a buy.,Better without the peg winder.,1362614400,03 7 2013,Good
A32VFJX0MAGKIQ,B0002E1G5C,Cyrus Cathey Ratchet Thunderstud,I have tried a few and this is the one I settled on if you need a multi-tool.  The cutters rip through bass strings like butter and seem to hold up.  The winder is nicely balanced and the grip is good.,Best String Multi-Tool,1402012800,06 6 2014,Best
A34O0KQV4QXWNQ,B0002E1G5C,Dako Dako,It winds! It cuts! You really cant go wrong here. Another really well-made product from Planet Waves that will become an indespensable part of your guitar setup.,Genius Design That Should Be In Everyones Guitar Arsenal,1388966400,01 6 2014,Best
A3DIN9E5QQZ6VT,B0002E1G5C,Dakotah Jennings,These things are great. No more twisting for 5 mins per string no more running around the house looking for a pair of clippers. For the price its definitely worth it imho.,Handy tool to have,1397779200,04 18 2014,Best
A3EXWV8FNSSFL6,B0002E1G5C,Daniel G. Lebryk,Light weight compact and all in one tool what more could I ask for?This tool does three things very well turns tuners on stringed instruments quickly cuts musical instrument strings and helps pull acoustic guitar string pins. Whats not to like? Well the cutter part of the tool is a little hard to open - guess Im used to side cutters or pliers - and it doesnt cut strings really close to the tuning pin - it leaves about a half inch of string hanging. Oh if you actually follow the three loops of string theory for stringing your guitar (go to the Elixir Strings website and watch the excellent guitar stringing videos from the Taylor guitar factory) your wrist will get a little tired turning the crank for the tuners. The alternative is a battery operated turner that weighs a ton more.I find it very hard to believe that with normal use on stringed instrument strings somebody could manage to break this plastic tool. The tool is made of sturdy plastic. If abused trying to cut copper wire it might break; but the tool was never designed for that use.Ive used this tool now for several months and expect that it will last for a very long time. I use this on three different guitars an acoustic and two electrics (Les Paul and PRS). The pin puller works just fine I actually put a rag on the guitar body to prevent any dents in the wood. The tool fits inside my hard shell Gibson guitar case. This is a very nice tool.,Does Exactly What Is Described,1285459200,09 26 2010,Best
A2KXINV90T91L8,B0002E1G5C,David T.,Easy to use and makes changing out strings easy. The winder is great but the cutter and pin pull is also part of it making it the only tool needed for changing out strings. The construction is pretty high quality with a mix of metal and plastic parts.,Easy to use,1369526400,05 26 2013,Best
A15TYOEWBQYF0X,B0002E1G5C,David W Dave,Perfect for re-stringing your guitar.  Very portable too and fits in my gig bag with spare strings.  The price was right too.  This is a must have tool and isnt cheap like most of the plastic ones out there.  The nice thing about this one is it  cuts off excess with ease just looks better trimmed neatly.5 star product,fantastic tool,1389830400,01 16 2014,Best
A26NQIGPSFBU5Z,B0002E1G5C,DC,After getting tired of spending a half hour each time changing strings I finally caved and bought this nifty little gadget. I just wanted a string winder at first but thought this one was kinda cool and reasonably priced too. I didnt expect the string cutter to be as well as it is. I thought my wire cutters would be much better but the cutter on this baby is just as great! It also has a pin puller which I havent tried yet but Im sure its great as well. This would be perfect for the gigging or traveling musician or if you just want a great all in one tool. But this thing!,All you need!,1383609600,11 5 2013,Best
A1VFUMY02HJIFY,B0002E1G5C,D. Dreifus,Primarily purchased to have a string cutter in the guitar case rather than going to get one from my tool box.Found the pin puller did not really work for me so put my old string winder from 20 yrs. ago back in the case to use that pin puller which worked just fine. Seemed no matter how I tried I was almost scratching the saddle tried to get that groove under the head of the pins and could never get it to work on a six string steel acoustic guitar.It seems that &#34;C&#34; shaped opening in the end is for stretching strings and I find that is better done by hand. So really I just use this for the wire cutter feature.  And the string winder itself also works well.,String cutter works pin puller not so much,1369526400,05 26 2013,Good
